timestamp,frame,emotion
4.4999646017699115,108,neutral
4.583297279580465,110,neutral
4.666629957391019,112,sad
4.749962635201573,114,neutral
4.833295313012127,116,neutral
4.916627990822681,118,neutral
4.999960668633235,120,sad
5.083293346443789,122,sad
5.1666260242543425,124,happy
5.249958702064896,126,happy
5.33329137987545,128,happy
5.416624057686004,130,happy
5.499956735496558,132,happy
5.583289413307112,134,happy
5.666622091117666,136,fear
5.7499547689282196,138,happy
5.833287446738774,140,happy
5.916620124549328,142,happy
5.999952802359882,144,sad
6.083285480170436,146,fear
6.16661815798099,148,sad
6.249950835791544,150,happy
6.3332835136020975,152,happy
6.416616191412651,154,happy
6.499948869223205,156,happy
6.583281547033759,158,happy
6.666614224844313,160,sad
6.749946902654867,162,sad
6.833279580465421,164,fear
6.916612258275975,166,fear
6.9999449360865285,168,fear
7.083277613897082,170,fear
7.166610291707636,172,fear
7.24994296951819,174,fear
7.333275647328744,176,fear
7.416608325139298,178,sad
7.4999410029498526,180,fear
7.583273680760406,182,neutral
7.66660635857096,184,neutral
7.749939036381514,186,sad
7.833271714192068,188,neutral
7.916604392002622,190,sad
7.999937069813176,192,neutral
8.08326974762373,194,neutral
8.166602425434283,196,neutral
8.249935103244837,198,neutral
8.333267781055392,200,sad
8.416600458865945,202,neutral
8.4999331366765,204,neutral
8.583265814487053,206,neutral
8.666598492297608,208,neutral
8.74993117010816,210,neutral
8.833263847918715,212,neutral
8.916596525729268,214,surprise
8.999929203539823,216,surprise
9.083261881350376,218,surprise
9.16659455916093,220,surprise
9.249927236971484,222,surprise
9.333259914782039,224,surprise
9.416592592592592,226,surprise
9.499925270403146,228,surprise
9.5832579482137,230,surprise
9.666590626024254,232,surprise
9.749923303834807,234,neutral
9.833255981645362,236,surprise
9.916588659455915,238,surprise
9.99992133726647,240,surprise
10.083254015077024,242,surprise
10.166586692887577,244,surprise
10.249919370698132,246,surprise
10.333252048508685,248,surprise
10.41658472631924,250,surprise
10.499917404129793,252,surprise
10.583250081940347,254,surprise
10.6665827597509,256,surprise
10.749915437561455,258,sad
10.833248115372008,260,sad
10.916580793182563,262,sad
10.999913470993116,264,neutral
11.08324614880367,266,neutral
11.166578826614224,268,neutral
11.249911504424778,270,sad
11.333244182235331,272,neutral
11.416576860045886,274,neutral
11.499909537856439,276,sad
11.583242215666994,278,neutral
11.666574893477549,280,neutral
11.749907571288102,282,neutral
11.833240249098656,284,neutral
11.91657292690921,286,neutral
11.999905604719764,288,neutral
12.083238282530317,290,neutral
12.166570960340872,292,neutral
12.249903638151425,294,neutral
12.33323631596198,296,neutral
12.416568993772533,298,neutral
12.499901671583087,300,neutral
12.58323434939364,302,neutral
12.666567027204195,304,neutral
12.749899705014748,306,neutral
12.833232382825303,308,surprise
12.916565060635856,310,fear
13.499893805309734,324,fear
13.916557194362504,334,sad
13.999889872173057,336,fear
14.24988790560472,342,angry
14.333220583415272,344,sad
14.416553261225827,346,angry
14.49988593903638,348,fear
14.583218616846935,350,surprise
14.666551294657488,352,fear
14.749883972468043,354,angry
14.833216650278596,356,fear
14.91654932808915,358,angry
14.999882005899705,360,angry
15.083214683710258,362,angry
15.166547361520813,364,angry
15.249880039331366,366,angry
15.33321271714192,368,angry
15.416545394952474,370,angry
15.499878072763028,372,angry
15.583210750573581,374,disgust
15.666543428384136,376,angry
15.749876106194689,378,angry
15.833208784005244,380,angry
15.916541461815797,382,angry
15.999874139626352,384,disgust
16.083206817436906,386,angry
16.16653949524746,388,angry
16.249872173058012,390,angry
16.333204850868565,392,disgust
16.41653752867912,394,angry
16.499870206489675,396,angry
16.583202884300228,398,angry
16.666535562110784,400,angry
16.749868239921337,402,disgust
16.83320091773189,404,angry
16.916533595542443,406,angry
16.999866273353,408,angry
17.083198951163553,410,angry
17.166531628974106,412,angry
17.24986430678466,414,angry
17.333196984595215,416,angry
17.416529662405768,418,angry
17.49986234021632,420,angry
17.583195018026874,422,angry
17.66652769583743,424,angry
17.749860373647984,426,disgust
17.833193051458537,428,angry
17.91652572926909,430,angry
17.999858407079646,432,disgust
18.0831910848902,434,angry
18.166523762700752,436,angry
18.24985644051131,438,disgust
18.33318911832186,440,disgust
18.416521796132415,442,disgust
18.499854473942968,444,angry
18.583187151753524,446,angry
18.666519829564077,448,angry
18.74985250737463,450,neutral
18.833185185185183,452,sad
20.83316945263848,500,fear
20.916502130449032,502,sad
20.999834808259585,504,neutral
21.08316748607014,506,angry
21.166500163880695,508,angry
21.249832841691248,510,angry
21.3331655195018,512,fear
21.416498197312354,514,angry
21.49983087512291,516,angry
21.583163552933463,518,sad
21.666496230744016,520,angry
21.749828908554573,522,angry
21.833161586365126,524,angry
21.91649426417568,526,angry
21.999826941986232,528,fear
22.08315961979679,530,angry
22.16649229760734,532,angry
22.249824975417894,534,angry
22.333157653228447,536,angry
22.416490331039004,538,angry
22.499823008849557,540,angry
22.58315568666011,542,angry
22.666488364470663,544,angry
22.74982104228122,546,neutral
22.833153720091772,548,sad
22.916486397902325,550,sad
22.999819075712878,552,neutral
23.083151753523435,554,neutral
23.166484431333988,556,neutral
23.24981710914454,558,neutral
23.333149786955097,560,neutral
23.41648246476565,562,neutral
23.499815142576203,564,sad
23.583147820386756,566,neutral
23.666480498197313,568,sad
23.749813176007866,570,neutral
23.83314585381842,572,neutral
23.91647853162897,574,fear
23.999811209439528,576,sad
24.08314388725008,578,sad
24.166476565060634,580,neutral
24.249809242871187,582,sad
24.333141920681744,584,neutral
24.416474598492297,586,neutral
24.49980727630285,588,sad
